timestamp , luminance, accX, accY , accZ, accXwithG, accYwithG, accZwithG
45785.197021484375, 71.19203262868493, 0.0020, -0.0042, 0.0548, -0.1233, -0.0066, 9.8607
45817.087890625, 71.18908991848326, 0.0001, 0.0018, 0.0571, -0.1251, -0.0003, 9.8629
45852.215087890625, 71.19107371439962, -0.0053, -0.0048, 0.0572, -0.1306, -0.0072, 9.8631
45884.22802734375, 71.17693418787402, -0.0003, 0.0016, 0.0533, -0.1257, -0.0006, 9.8592
45916.770263671875, 71.18254160011264, 0.0037, 0.0013, 0.0650, -0.1220, -0.0007, 9.8708
45952.508056640625, 71.18327270215302, -0.0003, 0.0048, 0.0574, -0.1258, 0.0028, 9.8632
45985.9248046875, 71.18108254705359, -0.0072, 0.0032, 0.0614, -0.1326, 0.0010, 9.8673
46019.255859375, 71.17590717562693, -0.0029, -0.0160, 0.0499, -0.1284, -0.0181, 9.8557
46052.406982421875, 71.17637746950324, -0.0087, -0.0042, 0.0514, -0.1341, -0.0063, 9.8572
46084.697998046875, 71.18166079195302, 0.0117, 0.0048, 0.0547, -0.1140, 0.0024, 9.8605
46118.014892578125, 71.17811652256405, 0.0044, 0.0004, 0.0541, -0.1214, -0.0019, 9.8599
46153.585205078125, 71.17396063685335, -0.0021, -0.0040, 0.0517, -0.1281, -0.0060, 9.8575
46181.901123046875, 71.18394449807288, 0.0071, 0.0027, 0.0529, -0.1190, 0.0004, 9.8587
46221.93212890625, 71.17802142868302, -0.0019, 0.0113, 0.0611, -0.1279, 0.0090, 9.8670
46251.8359375, 71.18977638379039, 0.0002, -0.0103, 0.0526, -0.1258, -0.0123, 9.8584
46288.35986328125, 71.18722023685162, -0.0066, -0.0005, 0.0524, -0.1321, -0.0022, 9.8583
46318.27197265625, 71.18333842460656, -0.0011, 0.0036, 0.0493, -0.1269, 0.0018, 9.8551
46355.472900390625, 71.1902034450129, 0.0050, -0.0018, 0.0544, -0.1208, -0.0034, 9.8602
